original_id 	 sent1 	 sent2 	 keyword_before 	 relation 1to2 	 pattern 	 original_label 	 original_genre 	 consistent 	 formula 	 start_ends 	 new_label 
13	both commissioners used to be businessmen.	both *people* used to be leading businessmen	commissioners	ent_f	[('commissioners', ' < Hyper', '*'), ('INS', ['leading+'])]	neutral	paper:FraCaS_GQ:upward_monotone	True	['ent_f*', 'ent_r']->['ind', 'ent_r']	[([1], [1]), ([2], [2, 5])]	neutral
13	both *someone* used to be businessmen	both commissioners used to be leading businessmen.	commissioners	ent_r	[('Hyper > ', 'commissioners', '*'), ('INS', ['leading+'])]	neutral	paper:FraCaS_GQ:upward_monotone	True	['ent_r*', 'ent_r']->['ind', 'ent_r']	[([1], [1]), ([2], [2, 5])]	neutral
13	both commissioners used to be businessmen.	both *someone* used to be leading businessmen	commissioners	ent_f	[('commissioners', ' < Hyper', '*'), ('INS', ['leading+'])]	neutral	paper:FraCaS_GQ:upward_monotone	True	['ent_f*', 'ent_r']->['ind', 'ent_r']	[([1], [1]), ([2], [2, 5])]	neutral
14	at least three *individuals* spend time at home	at least three commissioners spend a lot of time at home.	commissioners	ent_r	[('Hyper > ', 'commissioners+', '*'), ('INS', ['a+', 'lot+', 'of+'])]	neutral	paper:FraCaS_GQ:upward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_r']	[([3], [3]), ([4], [4, 5, 6, 7])]	neutral
14	at least three commissioners spend time at home.	at least three *individuals* spend a lot of time at home	commissioners	ent_f	[('commissioners+', ' < Hyper', '*'), ('INS', ['a+', 'lot+', 'of+'])]	neutral	paper:FraCaS_GQ:upward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_r']	[([3], [3]), ([4], [4, 5, 6, 7])]	neutral
14	at least three *somebody* spend time at home	at least three commissioners spend a lot of time at home.	commissioners	ent_r	[('Hyper > ', 'commissioners+', '*'), ('INS', ['a+', 'lot+', 'of+'])]	neutral	paper:FraCaS_GQ:upward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_r']	[([3], [3]), ([4], [4, 5, 6, 7])]	neutral
14	at least three commissioners spend time at home.	at least three *somebody* spend a lot of time at home	commissioners	ent_f	[('commissioners+', ' < Hyper', '*'), ('INS', ['a+', 'lot+', 'of+'])]	neutral	paper:FraCaS_GQ:upward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_r']	[([3], [3]), ([4], [4, 5, 6, 7])]	neutral
14	at least three *people* spend time at home	at least three commissioners spend a lot of time at home.	commissioners	ent_r	[('Hyper > ', 'commissioners+', '*'), ('INS', ['a+', 'lot+', 'of+'])]	neutral	paper:FraCaS_GQ:upward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_r']	[([3], [3]), ([4], [4, 5, 6, 7])]	neutral
14	at least three commissioners spend time at home.	at least three *people* spend a lot of time at home	commissioners	ent_f	[('commissioners+', ' < Hyper', '*'), ('INS', ['a+', 'lot+', 'of+'])]	neutral	paper:FraCaS_GQ:upward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_r']	[([3], [3]), ([4], [4, 5, 6, 7])]	neutral
14	at least three *someone* spend time at home	at least three commissioners spend a lot of time at home.	commissioners	ent_r	[('Hyper > ', 'commissioners+', '*'), ('INS', ['a+', 'lot+', 'of+'])]	neutral	paper:FraCaS_GQ:upward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_r']	[([3], [3]), ([4], [4, 5, 6, 7])]	neutral
14	at least three commissioners spend time at home.	at least three *someone* spend a lot of time at home	commissioners	ent_f	[('commissioners+', ' < Hyper', '*'), ('INS', ['a+', 'lot+', 'of+'])]	neutral	paper:FraCaS_GQ:upward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_r']	[([3], [3]), ([4], [4, 5, 6, 7])]	neutral
15	at most ten *individuals* spend time at home	at most ten commissioners spend a lot of time at home.	commissioners	ent_r	[('Hyper > ', 'commissioners', '*'), ('INS', ['a+', 'lot+', 'of+'])]	entailment	paper:FraCaS_GQ:downward_monotone	True	['ent_r*', 'ent_r']->['ind', 'ent_f']	[([3], [3]), ([4], [4, 5, 6, 7])]	neutral
15	at most ten commissioners spend time at home.	at most ten *individuals* spend a lot of time at home	commissioners	ent_f	[('commissioners', ' < Hyper', '*'), ('INS', ['a+', 'lot+', 'of+'])]	entailment	paper:FraCaS_GQ:downward_monotone	True	['ent_f*', 'ent_r']->['ind', 'ent_f']	[([3], [3]), ([4], [4, 5, 6, 7])]	neutral
15	at most ten *somebody* spend time at home	at most ten commissioners spend a lot of time at home.	commissioners	ent_r	[('Hyper > ', 'commissioners', '*'), ('INS', ['a+', 'lot+', 'of+'])]	entailment	paper:FraCaS_GQ:downward_monotone	True	['ent_r*', 'ent_r']->['ind', 'ent_f']	[([3], [3]), ([4], [4, 5, 6, 7])]	neutral
15	at most ten commissioners spend time at home.	at most ten *somebody* spend a lot of time at home	commissioners	ent_f	[('commissioners', ' < Hyper', '*'), ('INS', ['a+', 'lot+', 'of+'])]	entailment	paper:FraCaS_GQ:downward_monotone	True	['ent_f*', 'ent_r']->['ind', 'ent_f']	[([3], [3]), ([4], [4, 5, 6, 7])]	neutral
15	at most ten *people* spend time at home	at most ten commissioners spend a lot of time at home.	commissioners	ent_r	[('Hyper > ', 'commissioners', '*'), ('INS', ['a+', 'lot+', 'of+'])]	entailment	paper:FraCaS_GQ:downward_monotone	True	['ent_r*', 'ent_r']->['ind', 'ent_f']	[([3], [3]), ([4], [4, 5, 6, 7])]	neutral
15	at most ten commissioners spend time at home.	at most ten *people* spend a lot of time at home	commissioners	ent_f	[('commissioners', ' < Hyper', '*'), ('INS', ['a+', 'lot+', 'of+'])]	entailment	paper:FraCaS_GQ:downward_monotone	True	['ent_f*', 'ent_r']->['ind', 'ent_f']	[([3], [3]), ([4], [4, 5, 6, 7])]	neutral
15	at most ten *someone* spend time at home	at most ten commissioners spend a lot of time at home.	commissioners	ent_r	[('Hyper > ', 'commissioners', '*'), ('INS', ['a+', 'lot+', 'of+'])]	entailment	paper:FraCaS_GQ:downward_monotone	True	['ent_r*', 'ent_r']->['ind', 'ent_f']	[([3], [3]), ([4], [4, 5, 6, 7])]	neutral
15	at most ten commissioners spend time at home.	at most ten *someone* spend a lot of time at home	commissioners	ent_f	[('commissioners', ' < Hyper', '*'), ('INS', ['a+', 'lot+', 'of+'])]	entailment	paper:FraCaS_GQ:downward_monotone	True	['ent_f*', 'ent_r']->['ind', 'ent_f']	[([3], [3]), ([4], [4, 5, 6, 7])]	neutral
17	some irish delegates finished the *activity* on time	some delegates finished the survey on time.	survey	ent_r	[(['irish+'], 'INS'), ('Hyper > ', 'survey+', '*')]	entailment	paper:FraCaS_GQ:upward_monotone	True	['ent_f', 'ent_r*']->['ent_f', 'ent_r']	[([1, 2], [1]), ([5], [4])]	neutral
17	some irish delegates finished the survey on time.	some delegates finished the *activity* on time	survey	ent_f	[(['irish+'], 'INS'), ('survey+', ' < Hyper', '*')]	entailment	paper:FraCaS_GQ:upward_monotone	True	['ent_f', 'ent_f*']->['ent_f', 'ent_f']	[([1, 2], [1]), ([5], [4])]	entailment
17	some irish delegates finished the *investigation* on time	some delegates finished the survey on time.	survey	ent_r	[(['irish+'], 'INS'), ('Hyper > ', 'survey+', '*')]	entailment	paper:FraCaS_GQ:upward_monotone	True	['ent_f', 'ent_r*']->['ent_f', 'ent_r']	[([1, 2], [1]), ([5], [4])]	neutral
17	some irish delegates finished the survey on time.	some delegates finished the *investigation* on time	survey	ent_f	[(['irish+'], 'INS'), ('survey+', ' < Hyper', '*')]	entailment	paper:FraCaS_GQ:upward_monotone	True	['ent_f', 'ent_f*']->['ent_f', 'ent_f']	[([1, 2], [1]), ([5], [4])]	entailment
17	some irish delegates finished the *examination* on time	some delegates finished the survey on time.	survey	ent_r	[(['irish+'], 'INS'), ('Hyper > ', 'survey+', '*')]	entailment	paper:FraCaS_GQ:upward_monotone	True	['ent_f', 'ent_r*']->['ent_f', 'ent_r']	[([1, 2], [1]), ([5], [4])]	neutral
17	some irish delegates finished the survey on time.	some delegates finished the *examination* on time	survey	ent_f	[(['irish+'], 'INS'), ('survey+', ' < Hyper', '*')]	entailment	paper:FraCaS_GQ:upward_monotone	True	['ent_f', 'ent_f*']->['ent_f', 'ent_f']	[([1, 2], [1]), ([5], [4])]	entailment
17	some irish delegates finished the *work* on time	some delegates finished the survey on time.	survey	ent_r	[(['irish+'], 'INS'), ('Hyper > ', 'survey+', '*')]	entailment	paper:FraCaS_GQ:upward_monotone	True	['ent_f', 'ent_r*']->['ent_f', 'ent_r']	[([1, 2], [1]), ([5], [4])]	neutral
17	some irish delegates finished the survey on time.	some delegates finished the *work* on time	survey	ent_f	[(['irish+'], 'INS'), ('survey+', ' < Hyper', '*')]	entailment	paper:FraCaS_GQ:upward_monotone	True	['ent_f', 'ent_f*']->['ent_f', 'ent_f']	[([1, 2], [1]), ([5], [4])]	entailment
17	some irish delegates finished the *action* on time	some delegates finished the survey on time.	survey	ent_r	[(['irish+'], 'INS'), ('Hyper > ', 'survey+', '*')]	entailment	paper:FraCaS_GQ:upward_monotone	True	['ent_f', 'ent_r*']->['ent_f', 'ent_r']	[([1, 2], [1]), ([5], [4])]	neutral
17	some irish delegates finished the survey on time.	some delegates finished the *action* on time	survey	ent_f	[(['irish+'], 'INS'), ('survey+', ' < Hyper', '*')]	entailment	paper:FraCaS_GQ:upward_monotone	True	['ent_f', 'ent_f*']->['ent_f', 'ent_f']	[([1, 2], [1]), ([5], [4])]	entailment
22	few female *group* members are from southern europe	few committee members are from southern europe.	committee	ent_r	[(['female-'], 'INS'), ('Hyper > ', 'committee-', '*')]	neutral	paper:FraCaS_GQ:downward_monotone	True	['ent_f', 'ent_r*']->['ent_r', 'ent_f']	[([1, 3], [2]), ([2], [1])]	neutral
22	few female committee members are from southern europe.	few *group* members are from southern europe	committee	ent_f	[(['female-'], 'INS'), ('committee-', ' < Hyper', '*')]	neutral	paper:FraCaS_GQ:downward_monotone	True	['ent_f', 'ent_f*']->['ent_r', 'ent_r']	[([1, 3], [2]), ([2], [1])]	neutral
22	few female *organization* members are from southern europe	few committee members are from southern europe.	committee	ent_r	[(['female-'], 'INS'), ('Hyper > ', 'committee-', '*')]	neutral	paper:FraCaS_GQ:downward_monotone	True	['ent_f', 'ent_r*']->['ent_r', 'ent_f']	[([1, 3], [2]), ([2], [1])]	neutral
22	few female committee members are from southern europe.	few *organization* members are from southern europe	committee	ent_f	[(['female-'], 'INS'), ('committee-', ' < Hyper', '*')]	neutral	paper:FraCaS_GQ:downward_monotone	True	['ent_f', 'ent_f*']->['ent_r', 'ent_r']	[([1, 3], [2]), ([2], [1])]	neutral
25	at least three female commissioners spend *an hour* at home	at least three commissioners spend time at home.	time	ent_f	[(['female+'], 'INS'), ('Hypo < ', 'time+', '*')]	entailment	paper:FraCaS_GQ:upward_monotone	True	['ent_f', 'ent_f*']->['ent_f', 'ent_f']	[([3, 4], [3]), ([6, 7], [5])]	entailment
25	at least three female commissioners spend time at home.	at least three commissioners spend *an hour* at home	time	ent_r	[(['female+'], 'INS'), ('time+', ' > Hypo', '*')]	entailment	paper:FraCaS_GQ:upward_monotone	True	['ent_f', 'ent_r*']->['ent_f', 'ent_r']	[([3, 4], [3]), ([6], [5, 6])]	neutral
25	at least three female commissioners spend *a few minutes* at home	at least three commissioners spend time at home.	time	ent_f	[(['female+'], 'INS'), ('Hypo < ', 'time+', '*')]	entailment	paper:FraCaS_GQ:upward_monotone	True	['ent_f', 'ent_f*']->['ent_f', 'ent_f']	[([3, 4], [3]), ([6, 7, 8], [5])]	entailment
25	at least three female commissioners spend time at home.	at least three commissioners spend *a few minutes* at home	time	ent_r	[(['female+'], 'INS'), ('time+', ' > Hypo', '*')]	entailment	paper:FraCaS_GQ:upward_monotone	True	['ent_f', 'ent_r*']->['ent_f', 'ent_r']	[([3, 4], [3]), ([6], [5, 6, 7])]	neutral
26	at most ten female commissioners spend *an hour* at home	at most ten commissioners spend time at home.	time	ent_f	[(['female+'], 'INS'), ('Hypo < ', 'time+', '*')]	neutral	paper:FraCaS_GQ:downward_monotone	True	['ent_f', 'ent_f*']->['ent_r', 'ent_f']	[([3, 4], [3]), ([6, 7], [5])]	neutral
26	at most ten female commissioners spend time at home.	at most ten commissioners spend *an hour* at home	time	ent_r	[(['female+'], 'INS'), ('time+', ' > Hypo', '*')]	neutral	paper:FraCaS_GQ:downward_monotone	True	['ent_f', 'ent_r*']->['ent_r', 'ent_r']	[([3, 4], [3]), ([6], [5, 6])]	neutral
26	at most ten female commissioners spend *a few minutes* at home	at most ten commissioners spend time at home.	time	ent_f	[(['female+'], 'INS'), ('Hypo < ', 'time+', '*')]	neutral	paper:FraCaS_GQ:downward_monotone	True	['ent_f', 'ent_f*']->['ent_r', 'ent_f']	[([3, 4], [3]), ([6, 7, 8], [5])]	neutral
26	at most ten female commissioners spend time at home.	at most ten commissioners spend *a few minutes* at home	time	ent_r	[(['female+'], 'INS'), ('time+', ' > Hypo', '*')]	neutral	paper:FraCaS_GQ:downward_monotone	True	['ent_f', 'ent_r*']->['ent_r', 'ent_r']	[([3, 4], [3]), ([6], [5, 6, 7])]	neutral
27	some delegates finished the *activity* on time	some irish delegates finished the survey on time.	survey	ent_r	[('INS', ['irish+']), ('Hyper > ', 'survey+', '*')]	neutral	paper:FraCaS_GQ:upward_monotone	True	['ent_r', 'ent_r*']->['ent_r', 'ent_r']	[([1], [1, 2]), ([4], [5])]	neutral
27	some delegates finished the survey on time.	some irish delegates finished the *activity* on time	survey	ent_f	[('INS', ['irish+']), ('survey+', ' < Hyper', '*')]	neutral	paper:FraCaS_GQ:upward_monotone	True	['ent_r', 'ent_f*']->['ent_r', 'ent_f']	[([1], [1, 2]), ([4], [5])]	neutral
27	some delegates finished the *investigation* on time	some irish delegates finished the survey on time.	survey	ent_r	[('INS', ['irish+']), ('Hyper > ', 'survey+', '*')]	neutral	paper:FraCaS_GQ:upward_monotone	True	['ent_r', 'ent_r*']->['ent_r', 'ent_r']	[([1], [1, 2]), ([4], [5])]	neutral
27	some delegates finished the survey on time.	some irish delegates finished the *investigation* on time	survey	ent_f	[('INS', ['irish+']), ('survey+', ' < Hyper', '*')]	neutral	paper:FraCaS_GQ:upward_monotone	True	['ent_r', 'ent_f*']->['ent_r', 'ent_f']	[([1], [1, 2]), ([4], [5])]	neutral
27	some delegates finished the *examination* on time	some irish delegates finished the survey on time.	survey	ent_r	[('INS', ['irish+']), ('Hyper > ', 'survey+', '*')]	neutral	paper:FraCaS_GQ:upward_monotone	True	['ent_r', 'ent_r*']->['ent_r', 'ent_r']	[([1], [1, 2]), ([4], [5])]	neutral
27	some delegates finished the survey on time.	some irish delegates finished the *examination* on time	survey	ent_f	[('INS', ['irish+']), ('survey+', ' < Hyper', '*')]	neutral	paper:FraCaS_GQ:upward_monotone	True	['ent_r', 'ent_f*']->['ent_r', 'ent_f']	[([1], [1, 2]), ([4], [5])]	neutral
27	some delegates finished the *work* on time	some irish delegates finished the survey on time.	survey	ent_r	[('INS', ['irish+']), ('Hyper > ', 'survey+', '*')]	neutral	paper:FraCaS_GQ:upward_monotone	True	['ent_r', 'ent_r*']->['ent_r', 'ent_r']	[([1], [1, 2]), ([4], [5])]	neutral
27	some delegates finished the survey on time.	some irish delegates finished the *work* on time	survey	ent_f	[('INS', ['irish+']), ('survey+', ' < Hyper', '*')]	neutral	paper:FraCaS_GQ:upward_monotone	True	['ent_r', 'ent_f*']->['ent_r', 'ent_f']	[([1], [1, 2]), ([4], [5])]	neutral
27	some delegates finished the *action* on time	some irish delegates finished the survey on time.	survey	ent_r	[('INS', ['irish+']), ('Hyper > ', 'survey+', '*')]	neutral	paper:FraCaS_GQ:upward_monotone	True	['ent_r', 'ent_r*']->['ent_r', 'ent_r']	[([1], [1, 2]), ([4], [5])]	neutral
27	some delegates finished the survey on time.	some irish delegates finished the *action* on time	survey	ent_f	[('INS', ['irish+']), ('survey+', ' < Hyper', '*')]	neutral	paper:FraCaS_GQ:upward_monotone	True	['ent_r', 'ent_f*']->['ent_r', 'ent_f']	[([1], [1, 2]), ([4], [5])]	neutral
32	few *group* members are from southern europe	few female committee members are from southern europe.	committee	ent_r	[('INS', ['female-']), ('Hyper > ', 'committee-', '*')]	entailment	paper:FraCaS_GQ:downward_monotone	True	['ent_r', 'ent_r*']->['ent_f', 'ent_f']	[([2], [1, 3]), ([1], [2])]	entailment
32	few committee members are from southern europe.	few female *group* members are from southern europe	committee	ent_f	[('INS', ['female-']), ('committee-', ' < Hyper', '*')]	entailment	paper:FraCaS_GQ:downward_monotone	True	['ent_r', 'ent_f*']->['ent_f', 'ent_r']	[([2], [1, 3]), ([1], [2])]	neutral
32	few *organization* members are from southern europe	few female committee members are from southern europe.	committee	ent_r	[('INS', ['female-']), ('Hyper > ', 'committee-', '*')]	entailment	paper:FraCaS_GQ:downward_monotone	True	['ent_r', 'ent_r*']->['ent_f', 'ent_f']	[([2], [1, 3]), ([1], [2])]	entailment
32	few committee members are from southern europe.	few female *organization* members are from southern europe	committee	ent_f	[('INS', ['female-']), ('committee-', ' < Hyper', '*')]	entailment	paper:FraCaS_GQ:downward_monotone	True	['ent_r', 'ent_f*']->['ent_f', 'ent_r']	[([2], [1, 3]), ([1], [2])]	neutral
35	at least three commissioners spend *an hour* at home	at least three male commissioners spend time at home.	time	ent_f	[('INS', ['male+']), ('Hypo < ', 'time+', '*')]	neutral	paper:FraCaS_GQ:upward_monotone	True	['ent_r', 'ent_f*']->['ent_r', 'ent_f']	[([3], [3, 4]), ([5, 6], [6])]	neutral
35	at least three commissioners spend time at home.	at least three male commissioners spend *an hour* at home	time	ent_r	[('INS', ['male+']), ('time+', ' > Hypo', '*')]	neutral	paper:FraCaS_GQ:upward_monotone	True	['ent_r', 'ent_r*']->['ent_r', 'ent_r']	[([3], [3, 4]), ([5], [6, 7])]	neutral
35	at least three commissioners spend *a few minutes* at home	at least three male commissioners spend time at home.	time	ent_f	[('INS', ['male+']), ('Hypo < ', 'time+', '*')]	neutral	paper:FraCaS_GQ:upward_monotone	True	['ent_r', 'ent_f*']->['ent_r', 'ent_f']	[([3], [3, 4]), ([5, 6, 7], [6])]	neutral
35	at least three commissioners spend time at home.	at least three male commissioners spend *a few minutes* at home	time	ent_r	[('INS', ['male+']), ('time+', ' > Hypo', '*')]	neutral	paper:FraCaS_GQ:upward_monotone	True	['ent_r', 'ent_r*']->['ent_r', 'ent_r']	[([3], [3, 4]), ([5], [6, 7, 8])]	neutral
36	at most ten commissioners spend *an hour* at home	at most ten female commissioners spend time at home.	time	ent_f	[('INS', ['female+']), ('Hypo < ', 'time+', '*')]	entailment	paper:FraCaS_GQ:downward_monotone	True	['ent_r', 'ent_f*']->['ent_f', 'ent_f']	[([3], [3, 4]), ([5, 6], [6])]	entailment
36	at most ten commissioners spend time at home.	at most ten female commissioners spend *an hour* at home	time	ent_r	[('INS', ['female+']), ('time+', ' > Hypo', '*')]	entailment	paper:FraCaS_GQ:downward_monotone	True	['ent_r', 'ent_r*']->['ent_f', 'ent_r']	[([3], [3, 4]), ([5], [6, 7])]	neutral
